Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y,Month,Week,Year,IsHoliday
34,26,2012-02-24,4799.53,False,A,158114,39.89,3.541,5674.77,3367.59,2.6,1389.89,3919.46,130.5502069,9.653,False,2,8,2012,0
33,90,2012-09-28,24183.31,False,A,39690,86.42,3.966,167.65,,,,1569.73,131.043,7.147,False,9,39,2012,0
17,87,2011-12-30,11889.38,True,B,93188,26.73,3.119,4439.21,42391.85,120.08,1366.9,2383.67,130.0710323,6.617,True,12,52,2011,1
7,56,2012-04-20,2350.87,False,B,70713,39.3,3.936,2114.64,863.38,14.21,549.62,1509.05,197.7227385,8.09,False,4,16,2012,0
26,14,2011-10-07,10973.53,False,A,152513,46.84,3.633,,,,,,136.472,7.598,False,10,40,2011,0
17,26,2011-08-26,6669.84,False,B,93188,72.04,3.57,,,,,,129.2832581,6.745,False,8,34,2011,0
8,95,2011-11-11,57564.61,False,A,155078,50.56,3.297,4971.01,4538.18,541.05,1407.72,3846.73,221.4595129,6.123,False,11,45,2011,0
2,29,2011-11-18,6302.9,False,A,202307,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,False,11,46,2011,0
25,94,2010-05-07,1026.44,False,B,128107,63.67,2.966,,,,,,203.6101784,7.856,False,5,18,2010,0
23,46,2012-01-20,32063.4,False,B,114533,15.33,3.542,2437.41,4576.79,,2251.32,1848.96,136.8564194,4.261,False,1,3,2012,0
16,29,2010-10-15,2145.12,False,B,57197,45.0,2.762,,,,,,190.8623087,6.986,False,10,41,2010,0
34,22,2011-08-05,5284.51,False,A,158114,76.71,3.662,,,,,,129.1846452,10.641,False,8,31,2011,0
29,82,2011-03-11,7250.9,False,B,93638,41.42,3.6,,,,,,133.7361429,10.256,False,3,10,2011,0
15,71,2010-08-20,2994.72,False,B,123737,71.1,2.913,,,,,,132.6616129,8.099,False,8,33,2010,0
13,56,2010-07-09,9852.24,False,A,219622,71.33,2.802,,,,,,126.1518,7.951,False,7,27,2010,0
5,22,2011-11-18,2373.24,False,B,34875,64.33,3.308,952.21,116.11,95.01,295.13,4368.45,218.793912,6.3,False,11,46,2011,0
38,91,2012-05-04,33277.66,False,C,39690,76.03,4.171,84.67,,13.06,,2346.63,131.136,11.627,False,5,18,2012,0
15,55,2011-07-08,4447.76,False,B,123737,73.47,3.886,,,,,,135.6283333,7.806,False,7,27,2011,0
12,33,2012-07-06,8745.22,False,B,112238,89.13,3.765,10804.73,-0.6,3.33,5397.84,4395.03,130.7196333,10.926,False,7,27,2012,0
11,25,2011-01-07,7541.12,False,A,207499,54.43,2.976,,,,,,214.6955104,7.551,False,1,1,2011,0
17,52,2011-06-10,3407.83,False,B,93188,54.57,3.732,,,,,,129.0357097,6.774,False,6,23,2011,0
3,21,2012-03-16,1664.24,False,B,37392,64.0,3.734,2588.06,80.89,3.2,909.76,491.83,224.7166953,6.833,False,3,11,2012,0
24,71,2011-06-17,4302.5,False,A,203819,64.34,3.989,,,,,,135.0837333,8.212,False,6,24,2011,0
3,46,2010-02-05,6504.28,False,B,37392,45.71,2.572,,,,,,214.4248812,7.368,False,2,5,2010,0
20,16,2010-10-22,3842.06,False,A,203742,50.52,2.917,,,,,,205.0627881,7.484,False,10,42,2010,0
30,38,2011-07-29,59574.0,False,C,42988,91.56,3.682,,,,,,215.1363819,7.852,False,7,30,2011,0
7,72,2010-10-15,38085.56,False,B,70713,35.86,2.762,,,,,,190.8623087,9.137,False,10,41,2010,0
21,98,2011-06-24,57.88,False,B,140167,85.72,3.594,,,,,,214.7441108,7.931,False,6,25,2011,0
42,79,2011-11-25,13962.81,True,C,39690,60.68,3.76,25.8,,4.7,,1932.72,129.8364,7.874,True,11,47,2011,1
18,46,2011-01-14,18817.93,False,B,120653,22.69,3.215,,,,,,132.9510645,9.131,False,1,2,2011,0
18,25,2010-03-19,18547.75,False,B,120653,45.42,2.834,,,,,,131.8242903,9.202,False,3,11,2010,0
9,82,2012-01-06,9229.0,False,B,125833,47.54,3.157,3597.08,6203.76,11.2,3743.55,1912.75,223.4332408,5.667,False,1,1,2012,0
29,91,2010-03-05,5293.26,False,B,93638,36.82,2.766,,,,,,131.735,10.064,False,3,9,2010,0
17,9,2010-06-25,47846.08,False,B,93188,62.64,2.82,,,,,,126.1266,6.635,False,6,25,2010,0
1,22,2010-05-28,5729.72,False,A,151315,80.44,2.759,,,,,,210.8967606,7.808,False,5,21,2010,0
28,13,2012-07-06,39467.66,False,A,206302,89.13,3.765,5618.88,98.6,111.79,2513.36,6421.05,130.7196333,10.926,False,7,27,2012,0
10,74,2010-12-31,44907.39,True,B,126512,49.67,3.148,,,,,,127.0876774,9.003,True,12,52,2010,1
33,25,2011-07-15,17.82,False,A,39690,92.83,3.779,,,,,,129.1338387,8.442,False,7,28,2011,0
16,94,2011-05-27,0.44,False,B,57197,45.17,3.795,,,,,,192.8365651,6.339,False,5,21,2011,0
35,60,2010-07-23,114.4,False,B,103681,81.56,2.771,,,,,,136.4366924,8.861,False,7,29,2010,0
42,18,2010-04-23,17.5,False,C,39690,66.42,3.05,,,,,,126.4713333,9.524,False,4,16,2010,0
7,56,2011-08-12,2007.55,False,B,70713,54.56,3.542,,,,,,194.1105017,8.622,False,8,32,2011,0
25,90,2011-05-13,10641.19,False,B,128107,60.1,4.066,,,,,,208.9599189,7.287,False,5,19,2011,0
15,56,2010-03-26,2462.74,False,B,123737,39.53,2.963,,,,,,131.863129,8.35,False,3,12,2010,0
17,35,2010-04-09,1125.0,False,B,93188,34.05,2.877,,,,,,126.6019032,6.635,False,4,14,2010,0
41,21,2012-09-21,4576.05,False,A,196321,59.81,3.765,11062.12,72.64,6.0,1125.21,7962.34,198.358523,6.432,False,9,38,2012,0
40,60,2011-07-15,96.8,False,A,155083,68.9,3.827,,,,,,135.7837419,4.584,False,7,28,2011,0
17,58,2011-08-05,1810.0,False,B,93188,65.71,3.595,,,,,,129.1846452,6.745,False,8,31,2011,0
28,17,2011-05-27,8378.53,False,A,206302,76.67,4.087,,,,,,129.0623548,13.736,False,5,21,2011,0
7,85,2012-01-06,2012.44,False,B,70713,18.67,3.095,2373.44,11519.36,7.26,162.72,4504.47,196.5458309,8.256,False,1,1,2012,0
38,17,2010-12-17,565.47,False,C,39690,52.77,3.236,,,,,,126.8794839,14.313,False,12,50,2010,0
41,96,2011-05-06,2394.67,False,A,196321,41.2,3.735,,,,,,192.7252006,6.934,False,5,18,2011,0
22,52,2012-06-15,2144.38,False,B,119557,66.56,3.683,9564.7,193.9,9.06,3070.27,2588.53,142.1292548,7.671,False,6,24,2012,0
23,81,2011-07-08,8937.87,False,B,114533,69.92,3.784,,,,,,135.6283333,4.584,False,7,27,2011,0
24,85,2010-03-12,1807.7,False,A,203819,42.31,2.938,,,,,,131.784,8.326,False,3,10,2010,0
37,87,2011-11-04,874.04,False,C,39910,58.97,3.332,,,,,,216.5634344,7.716,False,11,44,2011,0
12,60,2010-09-17,440.0,False,B,112238,82.45,3.028,,,,,,126.1454667,14.18,False,9,37,2010,0
29,36,2010-04-30,895.5,False,B,93638,50.96,2.935,,,,,,132.0644333,10.16,False,4,17,2010,0
15,94,2010-07-09,397.38,False,B,123737,77.33,2.94,,,,,,132.5461333,8.099,False,7,27,2010,0
19,2,2012-04-27,48717.46,False,A,203819,42.45,4.163,3735.3,-265.76,52.82,67.72,2959.27,137.9781333,8.15,False,4,17,2012,0
23,29,2012-10-19,10114.62,False,B,114533,47.89,4.0,1134.33,,2.15,625.26,1894.98,138.8336129,4.145,False,10,42,2012,0
40,30,2011-06-03,3409.46,False,A,155083,66.16,3.973,,,,,,134.8551613,4.781,False,6,22,2011,0
40,30,2010-08-06,3382.84,False,A,155083,69.16,2.792,,,,,,132.6141935,5.326,False,8,31,2010,0
36,10,2012-01-13,213.32,False,A,39910,56.28,3.254,15.85,1402.86,7.04,,858.31,218.5823389,7.244,False,1,2,2012,0
7,83,2010-08-20,187.98,False,B,70713,59.59,2.732,,,,,,190.2948237,9.017,False,8,33,2010,0
24,12,2012-05-18,4432.81,False,A,203819,63.1,4.029,5955.53,,187.0,1529.05,4424.94,138.1065806,8.983,False,5,20,2012,0
12,36,2010-11-19,3473.0,False,B,112238,58.18,3.161,,,,,,126.6072,14.313,False,11,46,2010,0
18,44,2011-03-11,5030.86,False,B,120653,38.4,3.6,,,,,,133.7361429,9.131,False,3,10,2011,0
3,32,2011-09-09,3407.45,True,B,37392,81.72,3.546,,,,,,219.2135305,7.567,True,9,36,2011,1
45,94,2011-06-24,6505.33,False,B,118221,74.85,3.804,,,,,,185.7919609,8.521,False,6,25,2011,0
4,29,2011-11-18,10820.86,False,A,205863,50.44,3.294,4539.94,840.56,372.9,613.96,5358.13,129.8268333,5.143,False,11,46,2011,0
32,35,2011-09-02,2180.38,False,A,203007,74.6,3.511,,,,,,194.5092113,8.622,False,9,35,2011,0
18,12,2012-01-27,2089.1,False,B,120653,30.44,3.568,3237.56,3060.93,,22.5,653.02,136.9598387,8.075,False,1,4,2012,0
24,18,2012-06-22,9.97,False,A,203819,72.29,3.722,8790.16,749.1,30.57,4434.39,7308.24,138.1629,8.983,False,6,25,2012,0
41,36,2010-10-29,1957.0,False,A,196321,42.16,2.748,,,,,,190.951728,7.508,False,10,43,2010,0
28,54,2011-11-18,4.88,False,A,206302,54.2,3.813,6772.46,1654.68,86.01,1068.35,9835.85,129.8268333,12.89,False,11,46,2011,0
20,21,2010-12-24,29800.75,False,A,203742,25.17,3.141,,,,,,204.6376731,7.484,False,12,51,2010,0
1,30,2012-03-23,3421.12,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False,3,12,2012,0
21,58,2010-08-06,1850.0,False,B,140167,90.3,2.627,,,,,,211.1608049,8.099,False,8,31,2010,0
4,95,2012-04-27,156357.63,False,A,205863,76.47,3.81,3993.66,97.77,26.68,113.37,3947.45,131.1266667,4.308,False,4,17,2012,0
1,19,2011-11-11,932.24,False,A,151315,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,False,11,45,2011,0
44,38,2012-04-06,55854.61,False,C,39910,48.85,3.793,253.38,,11.76,,512.25,131.0375484,5.621,False,4,14,2012,0
24,97,2010-12-10,17500.74,False,A,203819,27.11,3.255,,,,,,132.6764,8.275,False,12,49,2010,0
10,23,2012-07-20,73756.3,False,B,126512,84.45,3.589,6596.8,-1.6,44.6,4275.27,10650.28,130.7012903,7.17,False,7,29,2012,0
4,14,2010-04-23,20597.0,False,A,205863,56.87,2.805,,,,,,126.4713333,7.896,False,4,16,2010,0
8,72,2012-02-24,56696.57,False,A,155078,46.33,3.555,9712.39,4960.15,1.0,2441.26,5314.33,224.1809207,5.825,False,2,8,2012,0
1,30,2012-04-13,3711.72,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False,4,15,2012,0
7,81,2010-05-07,4049.75,False,B,70713,40.07,2.771,,,,,,189.5312483,8.963,False,5,18,2010,0
43,98,2011-12-02,8495.75,False,C,41062,47.49,3.172,14.82,,6.11,,1707.13,210.3126071,10.148,False,12,48,2011,0
2,83,2011-03-18,6305.86,False,A,202307,62.32,3.488,,,,,,214.0156238,8.028,False,3,11,2011,0
29,23,2011-07-29,15469.28,False,B,93638,75.32,3.898,,,,,,135.9639355,9.863,False,7,30,2011,0
13,40,2010-05-07,77209.99,False,A,219622,44.42,2.948,,,,,,126.2898,8.107,False,5,18,2010,0
29,23,2011-01-21,11053.45,False,B,93638,26.8,3.232,,,,,,133.0285161,10.256,False,1,3,2011,0
26,31,2011-08-05,1762.22,False,A,152513,63.16,3.903,,,,,,136.0540323,7.767,False,8,31,2011,0
8,20,2012-03-02,5068.67,False,A,155078,50.95,3.63,19521.45,1000.19,0.6,5819.37,3641.54,224.3959793,5.825,False,3,9,2012,0
34,23,2012-07-27,13417.97,False,A,158114,77.3,3.356,3124.08,92.22,0.36,1720.84,3878.36,130.7195806,9.285,False,7,30,2012,0
12,1,2010-10-29,32760.45,False,B,112238,61.09,3.016,,,,,,126.4364194,14.313,False,10,43,2010,0
17,22,2010-11-05,5692.52,False,B,93188,42.54,2.831,,,,,,126.4912903,6.885,False,11,44,2010,0
4,1,2010-07-09,26687.61,False,A,205863,80.35,2.637,,,,,,126.1518,7.372,False,7,27,2010,0
41,18,2011-03-18,238.99,False,A,196321,40.19,3.406,,,,,,192.1237981,7.241,False,3,11,2011,0
6,44,2010-10-22,6446.23,False,A,202505,70.97,2.725,,,,,,213.3820486,7.007,False,10,42,2010,0
41,33,2011-09-23,4739.31,False,A,196321,55.06,3.581,,,,,,194.8099713,6.901,False,9,38,2011,0
18,40,2011-05-20,62688.47,False,B,120653,57.55,4.101,,,,,,134.6803871,8.975,False,5,20,2011,0
5,91,2010-08-20,1467.47,False,B,34875,87.71,2.664,,,,,,212.1608984,6.496,False,8,33,2010,0
9,35,2012-06-15,1426.44,False,B,125833,82.21,3.393,3296.23,176.4,50.03,780.78,4209.82,225.5070634,5.539,False,6,24,2012,0
1,90,2011-07-22,77007.16,False,A,151315,85.77,3.651,,,,,,215.4222784,7.962,False,7,29,2011,0
36,60,2010-11-26,132.0,True,A,39910,67.73,2.725,,,,,,210.5152765,8.476,True,11,47,2010,1
11,1,2010-02-12,39996.04,True,A,207499,48.01,2.548,,,,,,214.5747916,7.368,True,2,6,2010,1
5,95,2011-06-03,22040.21,False,B,34875,83.81,3.699,,,,,,215.8384319,6.489,False,6,22,2011,0
29,16,2012-10-05,1828.68,False,B,93638,62.09,4.027,4727.88,,9.12,676.3,1904.05,138.8256,9.151,False,10,40,2012,0
12,24,2010-08-20,16775.7,False,B,112238,92.81,3.041,,,,,,126.0766452,14.18,False,8,33,2010,0
44,10,2012-05-04,24.45,False,C,39910,54.41,3.831,513.1,,8.62,,529.55,131.136,5.621,False,5,18,2012,0
9,26,2011-09-16,4378.15,False,B,125833,77.95,3.526,,,,,,219.6297841,6.404,False,9,37,2011,0
2,32,2010-12-10,18105.98,False,A,202307,45.5,2.843,,,,,,211.1247993,8.163,False,12,49,2010,0
42,8,2010-12-31,16443.71,True,C,39690,49.67,3.148,,,,,,127.0876774,9.003,True,12,52,2010,1
15,10,2010-08-27,9962.65,False,B,123737,65.07,2.885,,,,,,132.6932258,8.099,False,8,34,2010,0
9,6,2010-10-01,2964.15,False,B,125833,69.08,2.603,,,,,,215.2141341,6.56,False,10,39,2010,0
36,18,2011-05-06,81.09,False,A,39910,69.56,3.917,,,,,,214.5240376,8.3,False,5,18,2011,0
33,4,2010-02-19,6095.41,False,A,39690,62.16,2.915,,,,,,126.5262857,10.115,False,2,7,2010,0
24,85,2010-06-04,2694.74,False,A,203819,71.99,3.006,,,,,,132.3648387,8.211,False,6,22,2010,0
3,85,2012-04-20,906.0,False,B,37392,72.05,3.877,2784.82,130.68,1.75,425.29,904.8,225.0689541,6.664,False,4,16,2012,0
35,1,2011-03-11,14442.5,False,B,103681,43.64,3.582,,,,,,137.6269617,8.549,False,3,10,2011,0
24,25,2012-09-07,15132.98,True,A,203819,72.81,4.076,15092.87,60.92,89.01,2756.36,4563.61,138.4729355,8.953,True,9,36,2012,1
39,58,2012-08-03,4730.0,False,A,184109,84.05,3.417,25778.96,173.2,51.52,24900.66,4573.34,220.6319358,6.623,False,8,31,2012,0
23,29,2012-07-20,12011.93,False,B,114533,71.13,3.61,2538.45,5.7,38.15,437.8,1377.22,138.2331935,4.156,False,7,29,2012,0
